product_id,quantity,wholesale_cost,sale_price,supplier_id
8OII9LIY0NXX,2973,121.7,227.82,CSSBDRWU
7POERJEAO2X7,2135,116.84,152.83,TOJRXIYG
QNS37FSDJQ3Z,6846,410.14,696.42,CSSBDRWU
2IZ9TIPFGXCT,6552,430.58,505.93,DVTTBGWX
UFNAHIBSGSW9,2902,96.71,112.57,UTCORDWC
COQUBDD3BS1A,1034,41.31,67.29,EKMACZFW
4Q0GEU31W92T,1720,119.26,170.18,IORAGUSE
ZZ3RK7JKGZDM,3403,412.84,781.09,SXJLPXWP
7JJNUA88ICUW,3295,410.14,609.47,NQBZXFHM
TZIFQZC7FYBO,3320,383.54,441.45,WTTXQKPY
PEVYT74FHZO0,7079,426.46,546.3,DVTTBGWX
GKFRKSKZA2WD,2710,135.08,166.01,ANCAIDAQ
NPWB2FE73EPV,6565,443.03,734.54,GUNUNVBC
0SO69H8XS3U0,4239,418.27,696.84,ONGELTQN
Z39UXTIBGYTI,354,10.84,15.62,MSQAOKOB
OJXORY4GA1RO,6961,395.42,471.74,GZSGQYHN
03MIC044GGS4,348,12.72,18.56,ANCAIDAQ
NMIXV19MBBV6,49,0.68,0.76,PSVGQMQG
47QUC5UDOSUK,1174,118.45,200.65,VZLQFRWX
JM8B85AK02VU,4053,445.82,649.56,PRDUSSZE
9CV2MOSAUBTD,2680,130.84,185.27,XTLSDMUL
L71BNC6DTM7T,1440,114.44,189.17,QHMXJBCY
76MFUVO5PMMJ,5929,406.1,692.81,RGMSSOZL
NZ1I21OK2DZ6,2946,126.65,196.05,BWZUXDTR
8OETXIDZBS23,369,11.76,15.68,ECEXFPQP
HTTMKSB32B9P,1903,126.65,178.7,SERWAZMX
FUZZWSG6IV9S,495,35.71,42.21,ANCAIDAQ
ZQ2NQ7WM7WAR,5321,392.76,603.67,QQDWNFSO
F6BI5SG8HPIS,2315,137.65,193.67,TXCOIZJT
L8CVGW8UWNR7,3318,420.99,797.78,CHKWUTQZ
XUW43UMXHSR4,1978,109.69,123.07,OJQBDSJE
VX74V061VFJ3,1325,118.45,218.07,EUTQCTSM
K1OTJA12QMSH,6324,411.49,570.74,FHSVDIGH
RM9F5BE56JTB,2295,147.24,238.53,MLUBXBOB
NLL53BZLY3C2,4478,380.92,576.71,UGJRJPUM
KOMAXY110XKN,1500,111.27,197.73,LGMCZVRT
79347OIBIIZN,2446,133.37,197.12,USRMLEYN
WZKZMZYPGF9P,7161,379.61,524.62,SXJLPXWP
M2R7EX3XP41W,4103,395.42,577.71,MSQAOKOB
EHVX97P2BVSF,6445,378.3,520.54,PSMQGMBF
KB5HYPZABBM2,2900,124.99,203.11,SASERNVV
WUQJUS5GOC8Z,6436,367.93,536.44,GGJOIYRG
BLEUSDGIK3CL,180,12.08,16.94,OJQBDSJE
0CPI08CDHIGC,1366,108.13,141.97,XSILJQML
B0D207ZS5001,6016,377.0,650.32,PSVGQMQG
LM175NYD73RM,6622,430.58,735.86,PSMQGMBF
GXI1PJK8M3ON,6135,387.48,530.85,ONGELTQN
L8SNKKET0GXF,2660,140.24,168.71,CSSBDRWU
F3JMLJRCFMQD,5606,436.09,481.01,LYBAARTG
FLYRBB8X0N7M,5829,357.67,527.21,UGJRJPUM
4S3NXGN95Z2C,2557,132.53,216.29,WLCEIYVC
4KUI1IKUH9IS,6708,433.33,620.1,WTTXQKPY
JFCUS6V525PS,7142,429.2,492.29,DPCTSMVM
G5H2JIF1ARG2,4947,380.92,530.62,PXDXMORG
CIZHPXVFY4Z7,2585,129.16,243.72,MSQAOKOB
H6T64RMRSX7Y,2068,136.79,185.9,FQOMWNGL
LL2DM4J9XL96,5206,384.85,722.75,QWEFFAMZ
IJ358OAFKEPW,2679,144.6,207.93,UTCORDWC
K1ZRKJGFDM0Z,2745,124.99,193.48,BKEXRLXH
G9FRZBXCCSQR,5569,390.12,589.86,MLUBXBOB
LSGZON03QVN4,6652,369.22,604.78,CSDSYWJU
NMIXT4P5HE7B,3955,441.64,685.43,PRDUSSZE
NM3URU5VPFHO,1310,131.68,154.07,EUTQCTSM
QLEGE20TIZQS,4080,398.08,444.66,GGJOIYRG
LSSL4HYY3MPZ,2190,114.44,189.05,BIDYVWTH
SG5QTNHDDTEO,5561,426.46,586.38,CHNSREHB
RSVV8VRKM14J,1810,97.45,171.22,BKEXRLXH
5ACY9TQLM0N0,4430,375.7,506.07,MVBNIMZA
KOLDO55W4SLM,5565,384.85,680.8,IORAGUSE
EG295XFZPQ9U,6334,411.49,535.76,UGJRJPUM
7ONZKZXN4KDG,1337,119.26,199.28,WAUYQMGJ
FDEL9RY7MUU2,5044,404.76,450.09,FOLJGBPO
LY36FT47BLWC,2824,122.52,159.15,WLOIWDIT
PBMV55H696L9,2967,112.85,175.37,IHQDKKBV
N1AX8M2W6I3L,6472,352.59,461.89,PRDUSSZE
H5DAM38E23GM,5746,360.22,461.44,NHKMYOFY
NL57SJ7GFT8F,1997,136.79,238.7,WLCEIYVC
PSP4V0YVA2IY,2602,135.08,220.59,KGXRQYXG
VBXEQ9HZK09N,7081,438.86,818.47,TXCOIZJT
BQHIY20KJSCD,4904,436.09,779.73,NQBZXFHM
245LQ7UZRKPX,5127,366.64,523.2,HJGCFVMV
7NP87HFIIO2P,2101,122.52,168.96,VBFCBKEA
DG3SB4KEI1NO,5129,394.09,536.75,EUTQCTSM
M0SE7NCE5WE8,5587,399.41,484.88,WLOIWDIT
2NFAWR19VDTS,5149,402.08,529.14,WILQBIGJ
E4ZOV8I9N3LE,89,4.85,6.52,OASMAYFO
HVZDM5HYVAP8,795,47.8,58.51,OTWBEGVW
DRCPKWYB6RH6,1948,135.93,192.61,CSDSYWJU
518PBS0PKVL9,6083,414.2,656.09,MLUBXBOB
O8Y9UO1HA9R3,5227,406.1,668.44,XTYQULIL
EM4L95ESEQBQ,956,31.39,57.63,OTWBEGVW
ULNZAHJ32KX0,6087,373.1,432.05,KGXRQYXG
SAODLWZU5DRM,366,13.37,17.89,USRMLEYN
5BGW3ET1HTIH,3450,452.82,828.66,QQDWNFSO
S64PWK3CVC9P,1780,114.44,141.91,QHMXJBCY
84P4CHY7918O,1840,106.58,131.63,SXJLPXWP
7SFGI3CCQ3HF,2278,108.91,171.42,WLOIWDIT
6ZNR07WQJ2K9,3942,434.71,543.82,QYHTPPOO
HEWX2NTAIRDK,305,12.08,18.31,FHSVDIGH
WHMIRERZ7WWO,3096,454.23,545.53,PQECJMNZ
84AO5PCNPDVR,5786,398.08,738.04,WTTXQKPY
PS1L7UTJYYU0,6727,465.54,532.58,PRDUSSZE
DNJDFDZNRZ1U,6204,423.72,683.04,PQECJMNZ
O21SNCVIBQKB,4470,387.48,630.43,GGJOIYRG
1C3VMDQML15M,2536,126.65,176.93,CHNSREHB
SLII1H8LTZVX,4634,399.41,711.35,CHKWUTQZ
JXI94DOE3824,6059,384.85,693.11,MVBNIMZA
CNZFQOE61ZK9,6556,410.14,762.45,IHQDKKBV
XMC3EQ3QVGPD,4637,404.76,611.59,QYHTPPOO
ALSKL7JB5W4P,381,11.14,19.48,GUNUNVBC
HLXEYDBWEV59,6109,391.44,535.49,SASERNVV
P0U3GT6IC5LU,1516,150.8,263.75,LYBAARTG
SJOTM9NOTQD1,637,48.35,59.95,MVBNIMZA
UEWSS4FLBO4R,2135,103.5,187.54,QYHTPPOO
S22BTTTVHKNK,6849,386.16,467.25,QDHPNSCH
S7JT05IHFXOK,1825,128.32,171.56,ANCAIDAQ
FD8ZP87HQXD5,4333,434.71,709.88,RGMSSOZL
OIESRXP4I8JO,2642,132.53,176.26,IORAGUSE
N2I65G5WMA5R,6931,410.14,727.59,TXCOIZJT
9QDX8IMDMB4S,324,6.96,7.75,IHQDKKBV
WMUPLPI0ASEJ,3292,418.27,750.38,XTYQULIL
ULSGKCQO385Y,6426,404.76,550.07,QHMXJBCY
X4DRDYCKJGRZ,1121,137.65,172.34,SXJLPXWP
MQM4I07CPHFG,2051,127.48,171.97,UGJRJPUM
CBLQ3SBP3JS8,5080,356.4,600.18,DPCTSMVM
GB4NOPPUAR0P,5901,399.41,450.14,WTTXQKPY
6FT10WJOR87Q,2876,138.51,235.33,XSILJQML
ONIT3ZTJ4CZO,1311,130.84,244.41,TOJRXIYG
J1VRFRHECCQ0,4277,402.08,640.92,RGQCTLCT
QAJT6XMPMLNX,2561,123.34,164.78,XTYQULIL
KI0U9P60VG4L,1988,108.13,201.77,POFQJISY
MNW2L6G16WTR,3709,427.83,728.59,HJGCFVMV
ZMSWFHG0XPM2,1713,117.64,193.16,WTTXQKPY
TAIHOSJVMRMV,950,42.9,74.0,EUTQCTSM
BF408DCGGQZS,2960,107.35,170.69,PSMQGMBF
Z4YU5ZQC0EVW,3972,403.42,558.33,GGJOIYRG
NCMX7AWLAT70,1335,135.08,200.73,SERWAZMX
O80VY4YDOEU5,1953,137.65,236.21,UNTJETMO
A7UO8G0F7KZO,2066,130.84,144.84,HJGCFVMV
X2QK3V0B5TV6,21,1.0,1.52,RBMYXJCV
LQU7U8E6CVWJ,6680,415.55,779.16,CSDSYWJU
RBWK47NE8847,3117,402.08,519.49,OTWBEGVW
4QFIIID70UEJ,7037,437.48,787.9,RGQCTLCT
FMB2O2WITR98,6573,419.63,547.62,BWZUXDTR
MV32UGTCW183,6046,383.54,643.2,XFYKVPCZ
KQAX0TVW1JN3,2500,130.84,157.4,FHSVDIGH
XLXES0A5Q93F,270,15.06,18.98,KHYHIZDT
EJ3LWU7AZRXO,1623,134.22,243.48,QWEFFAMZ
M6PJSZL9I0NJ,1850,135.93,252.29,LYBAARTG
ARSPRS3DDOEP,6986,433.33,665.16,UGJRJPUM
S8HHNZMJ1BJR,6743,377.0,574.92,UXNVMXTP
2TM64GHXIPN9,2525,116.84,169.89,CHKWUTQZ
11DAOUYO92JO,1765,134.22,164.15,WILQBIGJ
W1W77PW51ZDT,5677,377.0,503.67,LYBAARTG
BWI5PKOAO0H6,1990,108.13,201.99,CSDSYWJU
YOD7XFZRX824,3224,419.63,650.85,VZLQFRWX
KE3SRPSHBS5K,5485,352.59,412.18,HJGCFVMV
KFJ69J5PX5Z6,5477,375.7,680.02,DVTTBGWX
NDH7B0B28WL7,1634,132.53,217.08,USRMLEYN
MWS7IDMXA65K,3091,386.16,683.89,GZSGQYHN
Y34PWBR5T6EK,5291,398.08,668.77,KGXRQYXG
9BIPUVUYMW5G,1980,132.53,242.13,GGJOIYRG
7S4852POJAB2,2939,109.69,150.71,OFTXWWYN
GJQPD2R3TEYT,2990,396.75,622.1,KJSJOKLM
UK0MJVHGZUNU,2868,108.91,171.42,VBFCBKEA
A7YYS121G02X,4946,373.1,462.27,DPCTSMVM
GHWTMXJSJNYW,5287,427.83,579.28,QYHTPPOO
6ZZJUJX1GXDJ,579,39.75,65.27,TCOWXXCU
0HXBHJHJBBFR,3946,415.55,469.99,MVBNIMZA
P8N2MH62JW2M,883,34.73,48.1,SASERNVV
OCCRQLJ43YRP,4191,469.81,524.31,PRDUSSZE
5P17Z105KD8F,902,43.43,56.15,NHKMYOFY
MNPN4NPH94RG,2685,139.37,191.49,OJQBDSJE
EWYLP1GWR8BH,2989,394.09,680.99,CHNSREHB
IEJ7AN3H7XFC,3521,352.59,639.95,RGQCTLCT
FP1E67FP2TRV,1221,119.26,163.51,HJGCFVMV
2ICF6VZFJC14,3132,403.42,508.31,LGMCZVRT
79MKXQ27ZHEV,6468,375.7,619.53,OASMAYFO
2PPIY8LUG1BN,6506,403.42,705.18,UTCORDWC
WFZUMQTTVEHD,6412,391.44,510.05,EFZFEWBD
XX4SYKZNWB0W,7045,430.58,635.54,NXTXIDSR
P9QPXGBNF4S7,6017,410.14,713.64,XFYKVPCZ
N4BXXOI9UB45,2544,135.93,174.53,PXDXMORG
XL96PZQF9NDE,797,38.73,51.86,CHNSREHB
ZNRHTHRHITYX,6051,367.93,613.34,UXNVMXTP
KR41US16K8UA,6002,377.0,516.11,MGJSEDFG
BL2XQCZ3B76L,1968,133.37,231.13,TAMDJCZK
Y0Q06Q24NKVN,882,45.59,70.21,LGMCZVRT
8AQ4OZK8X06H,2479,141.11,234.81,MGJSEDFG
B8ZVLZJV6JCX,2922,120.07,153.57,UTCORDWC
55E1M34BDY1I,5680,383.54,572.24,RBMYXJCV
VUA39R17995C,682,42.37,77.07,XTLSDMUL
V7IXT9OW0LEV,3658,422.35,715.88,VZLQFRWX
YE1V9M6ZA27P,6545,392.76,712.07,OTWBEGVW
OYO12M5GJLZB,4807,426.46,748.44,LYBAARTG
CAVQ9WEO9WNV,429,36.71,58.04,UXXZPJFF
4J0F579D76IL,1928,144.6,184.8,AOQAITFZ
UQ1CU7FWMG5R,1661,106.58,149.11,KHYHIZDT
CQHCWL4UPWXG,476,34.73,39.0,WDXMBCNS
OSRYQA8O8FKS,5793,407.45,563.5,GWLQWWGF
B4L9EWEGXQ67,5774,366.64,556.56,FOLJGBPO
PF2MKNDPYZIR,123,4.01,5.35,WAUYQMGJ
V6NSCHAIZSOO,5667,399.41,606.7,DENVDEQY
2A7TCFT2FJM9,1544,138.51,167.04,MLUBXBOB
EJ9M5T4Q0L7Y,6426,390.12,431.86,WILQBIGJ
0O2RYVYADCEA,3403,377.0,607.35,OTWBEGVW
QCHM6KQZUSZN,3024,387.48,437.46,IHQDKKBV
0CK9QZ3OGVXN,614,46.14,60.54,CHKWUTQZ
4QIRKR641VY1,2962,135.93,174.53,TOJRXIYG
HQHC0G1YPS26,5235,416.91,602.43,JKLYTTYX
ZB11TZXLRAQ9,598,37.21,43.28,PSMQGMBF
YMZ41JYURJYO,3733,412.84,481.37,MVBNIMZA
JPEL6YK96I6L,4365,403.42,710.42,GATJXFAG
FJ6I4YOEDQ02,4572,438.86,743.87,RBMYXJCV
7KOA9EP0KPC0,6518,410.14,534.82,IHQDKKBV
F6FRP7MLB92B,3116,404.76,463.05,ONGELTQN
KWJ0GKSTDZEE,5425,440.25,681.51,VRRZLGHK
L3QK1JTWATQ1,3873,420.99,663.06,SXJLPXWP
3S4D5U2D5MBO,1921,155.29,273.31,OODWWNVF
5L9EQPSOTKD6,768,45.05,83.43,QYHTPPOO
P6M13HQDV2D7,1814,116.84,179.0,POFQJISY
VFF1H2U8RQSN,6036,441.64,783.91,CSSBDRWU
SW9347FGGXH1,6015,380.92,614.8,UNTJETMO
Y72DRTOXP8SY,1076,37.71,50.95,QDHPNSCH
QRYHB7VFH6P9,4416,459.87,600.13,AOQAITFZ
CZYK1U17FV65,1940,124.17,147.89,DENVDEQY
XW64C4X35EJH,2442,120.89,222.44,EUTQCTSM
4MK6HYFCEQM7,784,36.71,44.53,UXXZPJFF
96CO6ZH56Q5A,3119,384.85,574.97,XFYKVPCZ
Z9KLFBK1AL4J,4269,366.64,646.39,WLOIWDIT
I284RGCKB4FY,4613,423.72,738.54,EFZFEWBD
IW7A3UXG3CI3,5282,431.95,504.95,XSILJQML
KEKK7TES1HO1,6526,431.95,504.09,TOJRXIYG
B3RX5YQGR54H,2396,135.93,155.5,WAUYQMGJ
0TIP6HNIIENZ,5536,416.91,540.73,KTVZJWHJ
HLOPQX0XQB9Y,2559,116.84,168.72,LYBAARTG
E71D1OHDA0I7,6035,395.42,575.34,WDXMBCNS
Z4H9L29IB6IJ,6054,395.42,598.27,IORAGUSE
GXEA0FUOR2YE,2119,129.16,207.69,HJGCFVMV
IMCGP0OM6B4Q,4337,441.64,534.38,NHKMYOFY
4UKN28N77EKJ,1050,33.76,56.41,CHNSREHB
Y1RBLZ0UUSGB,3690,398.08,580.0,TAMDJCZK
JL0WPUVEJZK5,6469,388.8,736.0,KGXRQYXG
QPFSFBS04S0N,5670,382.22,471.28,CKLULBLA
Y0ODT3O4VKLS,7076,384.85,623.46,EKMACZFW
FBLDKO2F9R9C,1982,123.34,196.6,RGMSSOZL
NWFQWYRTTAD8,2248,143.72,241.74,MGJSEDFG
HVZRF46E1CWZ,3565,410.14,500.78,KAAOTZPV
LJM7ORN9WO2Z,4045,398.08,535.82,RBMYXJCV
J6J8QBTRRQ5Z,376,10.24,16.07,OVIJVVMY
8F9LCTVN2WKH,6372,419.63,673.51,UNTJETMO
AXM3RO3PRFF0,48,2.22,2.46,JKLYTTYX
E26FW25S744G,858,43.43,61.41,QWEFFAMZ
OXJKPH8L3I3M,3978,388.8,676.51,XFYKVPCZ
PLYJYBK9VV0A,910,41.84,57.03,TOJRXIYG
8MOQTNRD5769,3691,420.99,763.25,CSDSYWJU
7QILH56MXZ5W,3943,420.99,748.52,EFZFEWBD
CQJYQNP9I7LY,5864,396.75,681.62,WLCEIYVC
TY9FH2RRLTRK,2668,118.45,223.63,IHQDKKBV
TXZ3EO063D7U,5254,415.55,572.63,NQBZXFHM
8AYE3CLYUNYC,3893,412.84,634.12,NXTXIDSR
44XK27OTEVND,883,32.33,44.29,BIDYVWTH
J3JXD80B5MFP,1597,124.99,173.24,JKLYTTYX
9PUEYCE8SX7E,6637,373.1,473.09,QYHTPPOO
WU4T1V0473HU,2634,121.7,188.39,EFZFEWBD
QNWT96Z3J7AS,1285,109.69,181.54,KJSJOKLM
L3434IJ5Q5TJ,1122,114.44,174.18,KJSJOKLM
E0877ZON7SRT,3065,433.33,692.89,QDHPNSCH
4341DMZYEF69,2117,128.32,162.32,FHSVDIGH
GKRYNIKPTQKI,6233,404.76,465.07,SERWAZMX
KFHLJGW5V30G,4820,441.64,524.67,BIDYVWTH
6OD32VI2T9QE,4194,415.55,490.76,XSILJQML
KNFM45GH9C9B,6209,400.75,492.92,UGJRJPUM
QI1X0V485PG8,1905,154.39,203.33,UTCORDWC
BWMKET5WBE7I,4057,367.93,651.97,PRDUSSZE
LEL3JPE86SCF,4211,408.79,574.76,UXXZPJFF
BJBKZVXMDGZD,3608,396.75,649.48,GZSGQYHN
NM6NMVCII0SC,4730,440.25,827.67,NHKMYOFY
VV7U16L66ZH8,2217,127.48,235.2,MLUBXBOB
14PNU7JS064E,376,6.96,8.61,UTCORDWC
6MR65V9WLW5B,6573,396.75,533.63,UXXZPJFF
XJ3WHNWUBQQS,3665,414.2,744.32,JKLYTTYX
H9KWK9IL14H2,6021,383.54,520.85,GUNUNVBC
ST5BFM1OFX1Y,5379,422.35,752.63,DPCTSMVM
I8RNZJ8A1400,2391,119.26,222.9,WLOIWDIT
ANSFVDER6R9U,4516,426.46,578.71,UNTJETMO
IMNY3MMX7J9E,5527,431.95,640.15,RGQCTLCT
H7W0IUUGD6HB,5573,406.1,499.1,CSSBDRWU
S51NXPI7NI4E,2749,129.99,232.03,SXJLPXWP
WNQ2P1CQFZZA,1127,112.85,128.42,QDHPNSCH
7N74Z2P1FZIY,4259,392.76,582.07,GZSGQYHN
IN4GQNZZGTM3,3336,429.2,506.03,MGJSEDFG
TUKJCDJL3PV5,5000,447.22,741.49,ANCAIDAQ
IDOSK9R93DIH,6572,379.61,609.65,WTTXQKPY
E84U5DCIPGBE,5631,408.79,692.49,TOJRXIYG
YC5FERRAJWVD,2982,404.76,589.74,YNMMBGMH
WU3NITU497BM,2783,126.65,146.79,PXDXMORG
N2C2LHPRN664,2359,141.98,230.86,QHMXJBCY
AX7D0HUAOXDI,218,13.37,25.14,XFYKVPCZ
P4Q4SBRWFEJ2,4107,403.42,758.03,DVTTBGWX
RXQFOJVQ85ZO,2104,108.91,192.55,SASERNVV
1YUATIY8U8C1,814,31.39,40.02,KGXRQYXG
4L0HFDFKJ5Y5,2388,123.34,190.19,YNMMBGMH
MNHWRENGJ61O,3917,447.22,662.33,IHQDKKBV
G9PXHUBVAWDK,4600,395.42,567.03,GGJOIYRG
TVGVXFS3F4DQ,66,1.91,2.53,VRRZLGHK
22JPUB9X452I,6620,403.42,549.86,HJGCFVMV
0335ZZI4553Q,2017,105.8,174.68,NQBZXFHM
Y2BIFECPPNQ2,5561,403.42,706.39,QQDWNFSO
CHZP4SWSQN8N,3771,366.64,464.53,NHKMYOFY
71S8LG4XT8CI,4802,394.09,543.84,FOLJGBPO
JPIX47M7PB7F,1918,111.27,166.9,SASERNVV
7XX06K86PK0J,5619,384.85,606.14,VZLQFRWX
Q8LUH1DWI5Z5,1319,119.26,140.13,VZLQFRWX
1JALFC7HWTYQ,5234,348.79,461.45,GATJXFAG
HE77NSV351I1,6565,416.91,782.96,QWEFFAMZ
TFAMCUERH0VM,1632,116.84,164.86,CHKWUTQZ
R0TS4PBG4PCX,5227,420.99,599.49,WLOIWDIT
NSFE77I3L3WS,2266,91.56,105.39,POFQJISY
ZHN8X1YDRMLB,2274,123.34,177.12,GATJXFAG
RMMW0T2EOY8J,2584,151.69,273.19,XTYQULIL
K66WPAZ8ANKY,6155,406.1,477.98,PXDXMORG
GVO0AX5NL8CS,3879,398.08,727.29,ZCZWGMYU
LENI57Z3A963,4172,380.92,458.25,PRDUSSZE
1IGIKAH7KRK7,6307,387.48,567.66,LGMCZVRT
DQK23TMKJS8T,7145,377.0,679.73,WAUYQMGJ
1LQCMBYXK2OG,4300,366.64,453.53,QDHPNSCH
2QLV3FPOL6DQ,1829,141.98,230.15,VRRZLGHK
5F7RFCUTUTI6,2138,120.07,200.28,AOQAITFZ
2OY95QUTSUGI,6128,406.1,482.85,MVBNIMZA
3WX00IW4SBRR,4112,434.71,787.69,SASERNVV
9FDV9TBUMCVV,1711,124.99,225.61,WLOIWDIT
